row,original_name,normalized_name,group_title,country_hint,matched,tvg_id,epg_source_section,confidence,method
5854,UK : TBNⓧ HD,UK TBNX,UK,uk,False,,,83,review_required
5855,UK : TCMⓧ HD,UK TCMX,UK,uk,False,,,83,review_required
5856,UK : TCMⓧ SD,UK TCMX,UK,uk,False,,,83,review_required
5857,UK : The Boxⓧ SD,UK THE BOXX,UK,uk,True,The.Box.uk,epg_ripper_UK1,94,fuzzy_country
5858,UK : The Word Networkⓧ HD,UK THE WORD NETWORKX,UK,uk,True,Word.Network.uk,epg_ripper_UK1,94,fuzzy_country
5859,UK : TLCⓧ FHD,UK TLCX,UK,uk,True,TLC.HD.uk,epg_ripper_UK1,94,fuzzy_country
5860,UK : TLCⓧ HD,UK TLCX,UK,uk,True,TLC.HD.uk,epg_ripper_UK1,94,fuzzy_country
5861,UK : TLCⓧ SD,UK TLCX,UK,uk,True,TLC.HD.uk,epg_ripper_UK1,94,fuzzy_country
5862,UK : Travel Channelⓧ FHD,UK TRAVEL CHANNELX,UK,uk,False,,,83,review_required
5863,UK : Travel XPⓧ HD,UK TRAVEL XPX,UK,uk,False,,,85,review_required
5864,UK : Travel XPⓧ SD,UK TRAVEL XPX,UK,uk,False,,,85,review_required
5865,UK : TRT Worldⓧ HD,UK TRT WORLDX,UK,uk,False,,,83,review_required
5866,UK : UFC Fight Passⓧ HD,UK UFC FIGHT PASSX,UK,uk,False,,,83,review_required
5867,UK : UFC Fight Passⓧ SD,UK UFC FIGHT PASSX,UK,uk,False,,,83,review_required
5868,UK : Utsav Bharatⓧ HD,UK UTSAV BHARATX,UK,uk,False,,,83,review_required
5869,UK : Utsav Goldⓧ HD,UK UTSAV GOLDX,UK,uk,False,,,83,review_required
5870,UK : UTVⓧ,UK UTVX,UK,uk,True,UTV.uk,epg_ripper_UK1,94,fuzzy_country
5871,UK : WWE Raw Networkⓧ HD,UK WWE RAW NETWORKX,UK,uk,False,,,83,review_required
5872,UK : Wⓧ FHD,UK WX,UK,uk,False,,,83,review_required
5873,UK : Wⓧ HD,UK WX,UK,uk,False,,,83,review_required
5874,UK : Wⓧ SD,UK WX,UK,uk,False,,,83,review_required
5875,UK : Yesterdayⓧ SD,UK YESTERDAYX,UK,uk,False,,,0,no_candidate
5876,UK : ZEE TVⓧ FHD,UK ZEE TVX,UK,uk,True,Zee.TV.HD.uk,epg_ripper_UK1,94,fuzzy_country
5877,IRE | Eir Sport 1ⓧ FHD,IRE EIR SPORT 1X,UK SPORTS,uk,False,,,83,review_required
5878,IRE | Eir Sport 1ⓧ HD,IRE EIR SPORT 1X,UK SPORTS,uk,False,,,83,review_required
5879,IRE | Eir Sport 1ⓧ SD,IRE EIR SPORT 1X,UK SPORTS,uk,False,,,83,review_required
5880,IRE | Eir Sport 2ⓧ HD,IRE EIR SPORT 2X,UK SPORTS,uk,False,,,83,review_required
5881,UK : BT Sport 1ⓧ FHD 50FPS,UK BT SPORT 1X,UK SPORTS,uk,False,,,83,review_required
5882,UK : BT Sport 3ⓧ HD,UK BT SPORT 3X,UK SPORTS,uk,False,,,83,review_required
5883,UK : BT Sport ESPNⓧ FHD,UK BT SPORT ESPNX,UK SPORTS,uk,False,,,83,review_required
5884,UK : Eurosport 1ⓧ FHD,UK EUROSPORT 1X,UK SPORTS,uk,False,,,83,review_required
5885,UK : Eurosport 1ⓧ HD,UK EUROSPORT 1X,UK SPORTS,uk,False,,,83,review_required
5886,UK : Eurosport 1ⓧ SD,UK EUROSPORT 1X,UK SPORTS,uk,False,,,83,review_required
5887,UK : Eurosport 2ⓧ FHD,UK EUROSPORT 2X,UK SPORTS,uk,False,,,83,review_required
5888,UK : Eurosport 2ⓧ HD,UK EUROSPORT 2X,UK SPORTS,uk,False,,,83,review_required
5889,UK : Eurosport 2ⓧ SD,UK EUROSPORT 2X,UK SPORTS,uk,False,,,83,review_required
5890,UK : FreeSportsⓧ FHD,UK FREESPORTSX,UK SPORTS,uk,False,,,83,review_required
5891,UK : FreeSportsⓧ HD,UK FREESPORTSX,UK SPORTS,uk,False,,,83,review_required
5892,UK : FreeSportsⓧ SD,UK FREESPORTSX,UK SPORTS,uk,False,,,83,review_required
5893,UK : Ginx eSports TVⓧ HD,UK GINX ESPORTS TVX,UK SPORTS,uk,False,,,83,review_required
5894,UK : Sky Sports Actionⓧ FHD,UK SKY SPORTS ACTIONX,UK SPORTS,uk,False,,,83,review_required
5895,UK : Sky Sports Actionⓧ HD,UK SKY SPORTS ACTIONX,UK SPORTS,uk,False,,,83,review_required
5896,UK : Sky Sports Arenaⓧ FHD,UK SKY SPORTS ARENAX,UK SPORTS,uk,False,,,83,review_required
5897,UK : Sky Sports Arenaⓧ HD,UK SKY SPORTS ARENAX,UK SPORTS,uk,False,,,83,review_required
5898,UK : Sky Sports Arenaⓧ SD,UK SKY SPORTS ARENAX,UK SPORTS,uk,False,,,83,review_required
5899,UK : Sky Sports Cricketⓧ FHD,UK SKY SPORTS CRICKETX,UK SPORTS,uk,False,,,83,review_required
5900,UK : Sky Sports Cricketⓧ HD,UK SKY SPORTS CRICKETX,UK SPORTS,uk,False,,,83,review_required
5901,UK : Sky Sports Cricketⓧ SD,UK SKY SPORTS CRICKETX,UK SPORTS,uk,False,,,83,review_required
5902,UK : Sky Sports F1ⓧ FHD,UK SKY SPORTS F1X,UK SPORTS,uk,False,,,83,review_required
5903,UK : Sky Sports F1ⓧ HD,UK SKY SPORTS F1X,UK SPORTS,uk,False,,,83,review_required
5904,UK : Sky Sports F1ⓧ SD,UK SKY SPORTS F1X,UK SPORTS,uk,False,,,83,review_required
5905,UK : Sky Sports Footballⓧ FHD,UK SKY SPORTS FOOTBALLX,UK SPORTS,uk,True,Sky.Sports.Football.HD.uk,epg_ripper_UK1,94,fuzzy_country
5906,UK : Sky Sports Footballⓧ HD,UK SKY SPORTS FOOTBALLX,UK SPORTS,uk,True,Sky.Sports.Football.HD.uk,epg_ripper_UK1,94,fuzzy_country
5907,UK : Sky Sports Footballⓧ SD,UK SKY SPORTS FOOTBALLX,UK SPORTS,uk,True,Sky.Sports.Football.HD.uk,epg_ripper_UK1,94,fuzzy_country
5908,UK : Sky Sports Golfⓧ FHD,UK SKY SPORTS GOLFX,UK SPORTS,uk,False,,,83,review_required
5909,UK : Sky Sports Golfⓧ HD,UK SKY SPORTS GOLFX,UK SPORTS,uk,False,,,83,review_required
5910,UK : Sky Sports Golfⓧ SD,UK SKY SPORTS GOLFX,UK SPORTS,uk,False,,,83,review_required
5911,UK : Sky Sports Main Eventⓧ FHD,UK SKY SPORTS MAIN EVENTX,UK SPORTS,uk,False,,,84,review_required
5912,UK : Sky Sports Main Event ⓧ HD,UK SKY SPORTS MAIN EVENT X,UK SPORTS,uk,False,,,88,review_required
5913,UK : Sky Sports Mixⓧ FHD,UK SKY SPORTS MIXX,UK SPORTS,uk,False,,,83,review_required
5914,UK : Sky Sports Mixⓧ HD,UK SKY SPORTS MIXX,UK SPORTS,uk,False,,,83,review_required
5915,UK : Sky Sports Mixⓧ SD,UK SKY SPORTS MIXX,UK SPORTS,uk,False,,,83,review_required
5916,UK : Sky Sports Newsⓧ FHD,UK SKY SPORTS NEWSX,UK SPORTS,uk,False,,,83,review_required
5917,UK : Sky Sports News ⓧ HD,UK SKY SPORTS NEWS X,UK SPORTS,uk,False,,,88,review_required
5918,UK : Sky Sports Newsⓧ SD,UK SKY SPORTS NEWSX,UK SPORTS,uk,False,,,83,review_required
5919,UK : Sky Sports NFLⓧ FHD,UK SKY SPORTS NFLX,UK SPORTS,uk,False,,,83,review_required
5920,UK : Sky Sports Premier League ⓧ FHD,UK SKY SPORTS PREMIER LEAGUE X,UK SPORTS,uk,False,,,88,review_required
5921,UK : Sky Sports Premier Leagueⓧ HD,UK SKY SPORTS PREMIER LEAGUEX,UK SPORTS,uk,False,,,86,review_required
5922,UK : Sky Sports Premier Leagueⓧ SD,UK SKY SPORTS PREMIER LEAGUEX,UK SPORTS,uk,False,,,86,review_required
5923,UK : Sky Sports Racingⓧ SD,UK SKY SPORTS RACINGX,UK SPORTS,uk,False,,,83,review_required
5924,FR| BEIN SPORTS MAX10 HD (EVENT ONLY),FR BEIN SPORTS MAX10 EVENT ONLY,FRANCE SPORTS,fr,False,,,83,review_required
5925,FR| BEIN SPORTS MAX10 FHD (EVENT ONLY),FR BEIN SPORTS MAX10 EVENT ONLY,FRANCE SPORTS,fr,False,,,83,review_required
5926,FR| BEIN SPORTS MAX9 HD (EVENT ONLY),FR BEIN SPORTS MAX9 EVENT ONLY,FRANCE SPORTS,fr,False,,,83,review_required
5927,FR| BEIN SPORTS MAX9 FHD (EVENT ONLY),FR BEIN SPORTS MAX9 EVENT ONLY,FRANCE SPORTS,fr,False,,,83,review_required
5928,FR| BEIN SPORTS MAX8 HD (EVENT ONLY),FR BEIN SPORTS MAX8 EVENT ONLY,FRANCE SPORTS,fr,False,,,83,review_required
5929,FR| BEIN SPORTS MAX8 FHD (EVENT ONLY),FR BEIN SPORTS MAX8 EVENT ONLY,FRANCE SPORTS,fr,False,,,83,review_required
5930,FR| BEIN SPORTS MAX7 FHD (EVENT ONLY),FR BEIN SPORTS MAX7 EVENT ONLY,FRANCE SPORTS,fr,False,,,83,review_required
5931,FR| BEIN SPORTS MAX7 HD (EVENT ONLY),FR BEIN SPORTS MAX7 EVENT ONLY,FRANCE SPORTS,fr,False,,,83,review_required
5932,FR| BEIN SPORTS MAX6 HD (EVENT ONLY),FR BEIN SPORTS MAX6 EVENT ONLY,FRANCE SPORTS,fr,False,,,83,review_required
5933,FR| BEIN SPORTS 1 FHD,FR BEIN SPORTS 1,FRANCE SPORTS,fr,True,beIN.SPORTS.1.fr,epg_ripper_FR1,98,fuzzy_high
5934,FR| BEIN SPORTS 1 HD,FR BEIN SPORTS 1,FRANCE SPORTS,fr,True,beIN.SPORTS.1.fr,epg_ripper_FR1,98,fuzzy_high
5935,FR| BEIN SPORTS 2 FHD,FR BEIN SPORTS 2,FRANCE SPORTS,fr,True,beIN.SPORTS.2.fr,epg_ripper_FR1,98,fuzzy_high
5936,FR| BEIN SPORTS 2 HD,FR BEIN SPORTS 2,FRANCE SPORTS,fr,True,beIN.SPORTS.2.fr,epg_ripper_FR1,98,fuzzy_high
5937,FR| BEIN SPORTS 3 FHD,FR BEIN SPORTS 3,FRANCE SPORTS,fr,True,beIN.SPORTS.3.fr,epg_ripper_FR1,98,fuzzy_high
5938,FR| BEIN SPORTS 3 HD,FR BEIN SPORTS 3,FRANCE SPORTS,fr,True,beIN.SPORTS.3.fr,epg_ripper_FR1,98,fuzzy_high
5939,FR| BEIN SPORTS MAX4 FHD (EVENT ONLY),FR BEIN SPORTS MAX4 EVENT ONLY,FRANCE SPORTS,fr,False,,,83,review_required
5940,FR| BEIN SPORTS MAX6 FHD (EVENT ONLY),FR BEIN SPORTS MAX6 EVENT ONLY,FRANCE SPORTS,fr,False,,,83,review_required
5941,FR| BEIN SPORTS MAX5 HD (EVENT ONLY),FR BEIN SPORTS MAX5 EVENT ONLY,FRANCE SPORTS,fr,False,,,83,review_required
5942,FR| BEIN SPORTS MAX5 FHD (EVENT ONLY),FR BEIN SPORTS MAX5 EVENT ONLY,FRANCE SPORTS,fr,False,,,83,review_required
5943,IL: 5 Plus,IL 5 PLUS,ISRAEL,il,True,מוזיקה.il.il,epg_ripper_IL1,94,fuzzy_country
5944,IL: 5 Sport,IL 5 SPORT,ISRAEL,il,True,מוזיקה.il.il,epg_ripper_IL1,94,fuzzy_country
5945,IL: Baby TV,IL BABY,ISRAEL,il,True,מוזיקה.il.il,epg_ripper_IL1,94,fuzzy_country
5946,IL: Channel 24,IL,ISRAEL,il,True,מוזיקה.il.il,epg_ripper_IL1,100,exact_name+country
5947,IL: Discovery Channel,IL DISCOVERY,ISRAEL,il,True,Discovery.HD.il,epg_ripper_IL1,98,fuzzy_high
5948,IL: Discovery Science,IL DISCOVERY SCIENCE,ISRAEL,il,True,Discovery.HD.il,epg_ripper_IL1,94,fuzzy_country
5949,IL: Disney Channel,IL DISNEY,ISRAEL,il,True,מוזיקה.il.il,epg_ripper_IL1,94,fuzzy_country
5950,IL: Disney Junior,IL DISNEY JUNIOR,ISRAEL,il,True,מוזיקה.il.il,epg_ripper_IL1,94,fuzzy_country
5951,IL: Eurosport 2,IL EUROSPORT 2,ISRAEL,il,False,,,94,review_required
5952,IL: Food Channel,IL FOOD,ISRAEL,il,True,מוזיקה.il.il,epg_ripper_IL1,94,fuzzy_country
5953,IL: Good Life,IL GOOD LIFE,ISRAEL,il,True,מוזיקה.il.il,epg_ripper_IL1,94,fuzzy_country
5954,IL: Hidabroot,IL HIDABROOT,ISRAEL,il,True,מוזיקה.il.il,epg_ripper_IL1,94,fuzzy_country
5955,IL: History,IL HISTORY,ISRAEL,il,True,מוזיקה.il.il,epg_ripper_IL1,94,fuzzy_country
5956,IL: HOP,IL HOP,ISRAEL,il,True,מוזיקה.il.il,epg_ripper_IL1,94,fuzzy_country
5957,IL: HOT 3,IL HOT 3,ISRAEL,il,False,,,94,review_required
5958,IL: HOT 8,IL HOT 8,ISRAEL,il,False,,,94,review_required
5959,IL: HOT C2,IL HOT C2,ISRAEL,il,True,מוזיקה.il.il,epg_ripper_IL1,94,fuzzy_country
5960,IL: HOT C4,IL HOT C4,ISRAEL,il,True,מוזיקה.il.il,epg_ripper_IL1,94,fuzzy_country
5961,IL: HOT HBO,IL HOT HBO,ISRAEL,il,True,מוזיקה.il.il,epg_ripper_IL1,94,fuzzy_country
5962,IL: HOT IY,IL HOT IY,ISRAEL,il,True,מוזיקה.il.il,epg_ripper_IL1,94,fuzzy_country
5963,IL: HOT Zone,IL HOT ZONE,ISRAEL,il,False,,,94,review_required
5964,IL: HOTD,IL HOTD,ISRAEL,il,True,מוזיקה.il.il,epg_ripper_IL1,94,fuzzy_country
5965,IL: Jesus Shelanu,IL JESUS SHELANU,ISRAEL,il,True,מוזיקה.il.il,epg_ripper_IL1,94,fuzzy_country
5966,IL: Junior,IL JUNIOR,ISRAEL,il,True,מוזיקה.il.il,epg_ripper_IL1,94,fuzzy_country
5967,IL: Kabbalah TV,IL KABBALAH,ISRAEL,il,True,מוזיקה.il.il,epg_ripper_IL1,94,fuzzy_country
5968,IL: Keshet 12,IL KESHET 12,ISRAEL,il,False,,,94,review_required
5969,IL: Makan,IL MAKAN,ISRAEL,il,True,מוזיקה.il.il,epg_ripper_IL1,94,fuzzy_country
5970,IL: NAT GEO Wild,IL NAT GEO WILD,ISRAEL,il,True,נ..ג’יאוגרפיק.WILD.HD.il,epg_ripper_IL1,94,fuzzy_country
5971,IL: Nickelodeon,IL NICKELODEON,ISRAEL,il,True,מוזיקה.il.il,epg_ripper_IL1,94,fuzzy_country
5972,IL: One,IL ONE,ISRAEL,il,False,,,94,review_required
5973,IL: One 2,IL ONE 2,ISRAEL,il,False,,,94,review_required
5974,IL: TeenNick,IL TEENNICK,ISRAEL,il,True,ערוץ.TeenNick.il,epg_ripper_IL1,98,fuzzy_high
5975,IL: Turkish Drama 2,IL TURKISH DRAMA 2,ISRAEL,il,False,,,83,review_required
5976,IL: Yam Tichoni,IL YAM TICHONI,ISRAEL,il,True,מוזיקה.il.il,epg_ripper_IL1,94,fuzzy_country
5977,FR| GOLF+ HD,FR GOLF+,FRANCE SPORTS,fr,False,,,94,review_required
5978,FR| GOLF+ FHD,FR GOLF+,FRANCE SPORTS,fr,False,,,94,review_required
5979,FR| GOLF CHANNEL HD,FR GOLF,FRANCE SPORTS,fr,False,,,88,review_required
5980,FR| GOLF CHANNEL FHD,FR GOLF,FRANCE SPORTS,fr,False,,,88,review_required
5981,FR| GAME ONE HD,FR GAME ONE,FRANCE SPORTS,fr,True,Game.One.fr,epg_ripper_FR1,98,fuzzy_high
5982,FR| GAME ONE FHD,FR GAME ONE,FRANCE SPORTS,fr,True,Game.One.fr,epg_ripper_FR1,98,fuzzy_high
5983,FR| FOOT+ 24/24 HD,FR FOOT+ 24 24,FRANCE SPORTS,fr,False,,,83,review_required
5984,FR| FOOT+ 24/24 FHD,FR FOOT+ 24 24,FRANCE SPORTS,fr,False,,,83,review_required
5985,FR| F1 TRACKING HD,FR F1 TRACKING,FRANCE SPORTS,fr,False,,,0,no_candidate
5986,FR| CANAL+ TOP14 RUGBY HD,FR + TOP14 RUGBY,FRANCE SPORTS,fr,False,,,83,review_required
5987,FR| CANAL+ TOP14 RUGBY FHD,FR + TOP14 RUGBY,FRANCE SPORTS,fr,False,,,83,review_required
5988,FR| CANAL+ MOTOGP FHD,FR + MOTOGP,FRANCE SPORTS,fr,False,,,0,no_candidate
5989,FR| CANAL+ FORMULA 1 HD,FR + FORMULA 1,FRANCE SPORTS,fr,True,La.1.fr,epg_ripper_FR1,94,fuzzy_country
5990,FR| CANAL+ FORMULA 1 FHD,FR + FORMULA 1,FRANCE SPORTS,fr,True,La.1.fr,epg_ripper_FR1,94,fuzzy_country
5991,FR| CANAL+ PREMIERE LEAGUE FHD,FR + PREMIERE LEAGUE,FRANCE SPORTS,fr,False,,,83,review_required
5992,FR| LIGUE 1 AMAZON PRIME 9 HD,FR LIGUE 1 AMAZON PRIME 9,FRANCE SPORTS,fr,False,,,83,review_required
5993,FR| LIGUE 1 AMAZON PRIME 8 HD,FR LIGUE 1 AMAZON PRIME 8,FRANCE SPORTS,fr,False,,,83,review_required
5994,FR| LIGUE 1AMAZON PRIME 8 FHD,FR LIGUE 1AMAZON PRIME 8,FRANCE SPORTS,fr,False,,,83,review_required
5995,FR| LIGUE 1 AMAZON PRIME 7 HD,FR LIGUE 1 AMAZON PRIME 7,FRANCE SPORTS,fr,False,,,83,review_required
5996,FR| LIGUE 1 AMAZON PRIME 7 FHD,FR LIGUE 1 AMAZON PRIME 7,FRANCE SPORTS,fr,False,,,83,review_required
5997,FR| LIGUE 1 AMAZON PRIME 6 HD,FR LIGUE 1 AMAZON PRIME 6,FRANCE SPORTS,fr,False,,,83,review_required
5998,FR| LIGUE 1 AMAZON PRIME 6 FHD,FR LIGUE 1 AMAZON PRIME 6,FRANCE SPORTS,fr,False,,,83,review_required
5999,FR| LIGUE 1 AMAZON PRIME 5 HD,FR LIGUE 1 AMAZON PRIME 5,FRANCE SPORTS,fr,False,,,83,review_required
6000,FR| LIGUE 1 AMAZON PRIME 5 FHD,FR LIGUE 1 AMAZON PRIME 5,FRANCE SPORTS,fr,False,,,83,review_required
6001,FR| LIGUE 1 AMAZON PRIME 4 HD,FR LIGUE 1 AMAZON PRIME 4,FRANCE SPORTS,fr,False,,,83,review_required
6002,FR| LIGUE 1 AMAZON PRIME 4 FHD,FR LIGUE 1 AMAZON PRIME 4,FRANCE SPORTS,fr,False,,,83,review_required
6003,FR| LIGUE 1 AMAZON PRIME 3 HD,FR LIGUE 1 AMAZON PRIME 3,FRANCE SPORTS,fr,False,,,83,review_required
6004,FR| LIGUE 1 AMAZON PRIME 3 FHD,FR LIGUE 1 AMAZON PRIME 3,FRANCE SPORTS,fr,False,,,83,review_required
6005,FR| LIGUE 1 AMAZON PRIME 2 HD,FR LIGUE 1 AMAZON PRIME 2,FRANCE SPORTS,fr,False,,,83,review_required
6006,FR| LIGUE 1 AMAZON PRIME 2 FHD,FR LIGUE 1 AMAZON PRIME 2,FRANCE SPORTS,fr,False,,,83,review_required
6007,FR| LIGUE 1 AMAZON PRIME 1 HD,FR LIGUE 1 AMAZON PRIME 1,FRANCE SPORTS,fr,False,,,83,review_required
6008,FR| LIGUE 1 AMAZON PRIME 1 FHD,FR LIGUE 1 AMAZON PRIME 1,FRANCE SPORTS,fr,False,,,83,review_required
6009,FR| AMAZON PRIME LIGUE 1 FHD,FR AMAZON PRIME LIGUE 1,FRANCE SPORTS,fr,False,,,83,review_required
6010,FR| TRACE SPORT STARS HD,FR TRACE SPORT STARS,FRANCE SPORTS,fr,True,Trace.Latina.fr,epg_ripper_FR1,94,fuzzy_country
6011,FR| TRACE SPORT STARS FHD,FR TRACE SPORT STARS,FRANCE SPORTS,fr,True,Trace.Latina.fr,epg_ripper_FR1,94,fuzzy_country
6012,FR| SPORT EN FRANCE HD,FR SPORT EN FRANCE,FRANCE SPORTS,fr,True,Sport.en.France.fr,epg_ripper_FR1,98,fuzzy_high
6013,FR| SPORT EN FRANCE FHD,FR SPORT EN FRANCE,FRANCE SPORTS,fr,True,Sport.en.France.fr,epg_ripper_FR1,98,fuzzy_high
6014,FR| RMC SPORTS 12 HD,FR RMC SPORTS 12,FRANCE SPORTS,fr,False,,,94,review_required
6015,FR| RMC SPORTS 12 FHD (EVENT ONLY),FR RMC SPORTS 12 EVENT ONLY,FRANCE SPORTS,fr,True,RTS.1.fr,epg_ripper_FR1,94,fuzzy_country
6016,FR| RMC SPORTS 11 HD,FR RMC SPORTS 11,FRANCE SPORTS,fr,False,,,94,review_required
6017,FR| RMC SPORTS 11 FHD (EVENT ONLY),FR RMC SPORTS 11 EVENT ONLY,FRANCE SPORTS,fr,True,RTS.1.fr,epg_ripper_FR1,94,fuzzy_country
6018,FR| RMC SPORTS 10 HD,FR RMC SPORTS 10,FRANCE SPORTS,fr,False,,,94,review_required
6019,FR| RMC SPORTS 10 FHD (EVENT ONLY),FR RMC SPORTS 10 EVENT ONLY,FRANCE SPORTS,fr,True,RTS.1.fr,epg_ripper_FR1,94,fuzzy_country
6020,FR| RMC SPORTS 9 HD,FR RMC SPORTS 9,FRANCE SPORTS,fr,True,RMC.fr,epg_ripper_FR1,94,fuzzy_country
6021,FR| RMC SPORTS 9 FHD (EVENT ONLY),FR RMC SPORTS 9 EVENT ONLY,FRANCE SPORTS,fr,False,,,83,review_required
6022,FR| RMC SPORTS 8 HD,FR RMC SPORTS 8,FRANCE SPORTS,fr,True,RMC.fr,epg_ripper_FR1,94,fuzzy_country
6023,FR| RMC SPORTS 8 FHD (EVENT ONLY),FR RMC SPORTS 8 EVENT ONLY,FRANCE SPORTS,fr,False,,,83,review_required
6024,FR| RMC SPORTS 7 HD,FR RMC SPORTS 7,FRANCE SPORTS,fr,True,RMC.fr,epg_ripper_FR1,94,fuzzy_country
6025,FR| RMC SPORTS 7 FHD (EVENT ONLY),FR RMC SPORTS 7 EVENT ONLY,FRANCE SPORTS,fr,False,,,83,review_required
6026,FR| RMC SPORTS 6 HD,FR RMC SPORTS 6,FRANCE SPORTS,fr,True,RMC.fr,epg_ripper_FR1,94,fuzzy_country
6027,FR| RMC SPORTS 6 FHD (EVENT ONLY),FR RMC SPORTS 6 EVENT ONLY,FRANCE SPORTS,fr,False,,,83,review_required
6028,FR| RMC SPORTS 5 HD,FR RMC SPORTS 5,FRANCE SPORTS,fr,True,RMC.fr,epg_ripper_FR1,94,fuzzy_country
6029,FR| RMC SPORTS 5 FHD (EVENT ONLY),FR RMC SPORTS 5 EVENT ONLY,FRANCE SPORTS,fr,False,,,83,review_required
6030,FR| RMC SPORTS 4 HD,FR RMC SPORTS 4,FRANCE SPORTS,fr,True,RMC.fr,epg_ripper_FR1,94,fuzzy_country
6031,FR| RMC SPORTS 4 FHD (EVENT ONLY),FR RMC SPORTS 4 EVENT ONLY,FRANCE SPORTS,fr,False,,,83,review_required
6032,FR| RMC SPORTS 3 HD,FR RMC SPORTS 3,FRANCE SPORTS,fr,True,RMC.fr,epg_ripper_FR1,94,fuzzy_country
6033,FR| RMC SPORTS 3 FHD,FR RMC SPORTS 3,FRANCE SPORTS,fr,True,RMC.fr,epg_ripper_FR1,94,fuzzy_country
6034,FR| RMC SPORTS 2 HD,FR RMC SPORTS 2,FRANCE SPORTS,fr,False,,,94,review_required
6035,FR| RMC SPORTS 2 FHD,FR RMC SPORTS 2,FRANCE SPORTS,fr,False,,,94,review_required
6036,FR| RMC SPORTS 2 ACCESS HD,FR RMC SPORTS 2 ACCESS,FRANCE SPORTS,fr,False,,,94,review_required
6037,FR| RMC SPORTS 2 ACCESS FHD,FR RMC SPORTS 2 ACCESS,FRANCE SPORTS,fr,False,,,94,review_required
6038,FR| RMC SPORTS 1 HD,FR RMC SPORTS 1,FRANCE SPORTS,fr,False,,,94,review_required
6039,FR| RMC SPORTS 1 FHD,FR RMC SPORTS 1,FRANCE SPORTS,fr,False,,,94,review_required
6040,FR| RMC SPORTS 1 ACCESS HD,FR RMC SPORTS 1 ACCESS,FRANCE SPORTS,fr,False,,,94,review_required
6041,FR| RMC SPORTS 1 ACCESS FHD,FR RMC SPORTS 1 ACCESS,FRANCE SPORTS,fr,False,,,94,review_required
6042,FR| MULTISPORTS 6 HD (EVENT ONLY),FR MULTISPORTS 6 EVENT ONLY,FRANCE SPORTS,fr,False,,,83,review_required
6043,FR| MULTISPORTS 6 FHD (EVENT ONLY),FR MULTISPORTS 6 EVENT ONLY,FRANCE SPORTS,fr,False,,,83,review_required
6044,FR| MULTISPORTS 5 HD (EVENT ONLY),FR MULTISPORTS 5 EVENT ONLY,FRANCE SPORTS,fr,False,,,83,review_required
6045,FR| MULTISPORTS 5 FHD (EVENT ONLY),FR MULTISPORTS 5 EVENT ONLY,FRANCE SPORTS,fr,False,,,83,review_required
6046,FR| MULTISPORTS 4 HD (EVENT ONLY),FR MULTISPORTS 4 EVENT ONLY,FRANCE SPORTS,fr,False,,,83,review_required
6047,FR| MULTISPORTS 4 FHD,FR MULTISPORTS 4,FRANCE SPORTS,fr,False,,,83,review_required
6048,FR| MULTISPORTS 3 HD (EVENT ONLY),FR MULTISPORTS 3 EVENT ONLY,FRANCE SPORTS,fr,False,,,83,review_required
6049,FR| MULTISPORTS 3 FHD,FR MULTISPORTS 3,FRANCE SPORTS,fr,False,,,83,review_required
6050,FR| MULTISPORTS 2 HD (EVENT ONLY),FR MULTISPORTS 2 EVENT ONLY,FRANCE SPORTS,fr,True,RTS.2.fr,epg_ripper_FR1,94,fuzzy_country
6051,FR| MULTISPORTS 2 FHD,FR MULTISPORTS 2,FRANCE SPORTS,fr,True,RTS.2.fr,epg_ripper_FR1,94,fuzzy_country
6052,FR| MULTISPORTS 1 HD (EVENT ONLY),FR MULTISPORTS 1 EVENT ONLY,FRANCE SPORTS,fr,True,RTS.1.fr,epg_ripper_FR1,94,fuzzy_country
6053,FR| MULTISPORTS 1 FHD,FR MULTISPORTS 1,FRANCE SPORTS,fr,True,RTS.1.fr,epg_ripper_FR1,94,fuzzy_country
6054,FR| INFOSPORT+ HD,FR INFOSPORT+,FRANCE SPORTS,fr,True,Infosport+.fr,epg_ripper_FR1,98,fuzzy_high
6055,FR| INFOSPORT+ FHD,FR INFOSPORT+,FRANCE SPORTS,fr,True,Infosport+.fr,epg_ripper_FR1,98,fuzzy_high
6056,FR| EXTRÊME SPORTS FHD,FR EXTREME SPORTS,FRANCE SPORTS,fr,False,,,88,review_required
6057,FR| Eurosport360 5 HD,FR EUROSPORT360 5,FRANCE SPORTS,fr,False,,,83,review_required
6058,FR| Eurosport360 3 HD,FR EUROSPORT360 3,FRANCE SPORTS,fr,False,,,83,review_required
6059,FR| Eurosport360 2 HD,FR EUROSPORT360 2,FRANCE SPORTS,fr,False,,,83,review_required
6060,FR| Eurosport360 1 HD,FR EUROSPORT360 1,FRANCE SPORTS,fr,False,,,83,review_required
6061,FR| EUROSPORT 5 HD,FR EUROSPORT 5,FRANCE SPORTS,fr,False,,,83,review_required
6062,FR| EUROSPORT 4 HD,FR EUROSPORT 4,FRANCE SPORTS,fr,False,,,83,review_required
6063,FR| EUROSPORT 3 HD,FR EUROSPORT 3,FRANCE SPORTS,fr,False,,,83,review_required
6064,FR| EUROSPORT 2 HD,FR EUROSPORT 2,FRANCE SPORTS,fr,False,,,99,review_required
6065,FR| EUROSPORT 2 FHD,FR EUROSPORT 2,FRANCE SPORTS,fr,False,,,99,review_required
